8000035,DFT
8000069,DFT
8000080,DFT
8000082,DFT
8000094,DFT
8000120,DFT
8000123,DFT
8000133,JBW/NPO
8000149,DFT
8000164,DFT
8000173,DFT
8000174,DFT
8000189,DFT
8000203,JBW/NPO
8000211,DFT
8000233,DFT
8000245,DFT
8000246,DFT
8000259,DFT
8000262,DFT
8000286,DFT
8000288,DFT
8000303,DFT
8001553,NSI
8002882,UOE
8003620,OWE
8004418,ATT
8004671,UOE
8004976,UOE
8005022,ATT
8005623,JSN
8006568,JSN
8008329,YUG
8008615,ACO/GIS/LTJ
8008916,JSN
8008991,ACO/GIS/LTJ
8009111,ATT
8009182,ATT
8009490,ACO/GIS/LTJ
8009632,UOE
8009700,UOE
8009726,SOD
8010456,CAN
8010697,JSN
8011004,YUG
8011920,ACO/GIS/LTJ
8013527,OWE
8013782,AFY
8013963,ATT
8013976,ATT
8014099,OWE
8014137,UOE
8014151,ATT
8014175,ATT
8014593,ACO/GIS/LTJ
8014887,ATT
8015047,YUG
8015415,AFY
8015492,BRE
8015504,OWE
8015588,ATT
8015636,ATT
8015804,ACO/GIS/LTJ
8016512,AFY
8017189,SBN/THO
8017268,ACO/GIS/LTJ
8017379,UOE
8017464,MON
8018280,YUG
8018920,ATT
8019756,ATT
8019774,JSN
8019990,UOE
8020253,JSN
8021187,UOE
8021829,UOE
8021907,YUG
8022004,UOE
8022145,YUG
8022200,MON
8022263,MON
8022433,UOE
8022685,AFY
8022704,MON
8022708,YUG
8022756,MON
8022761,MON
8022827,MON
8022836,DFT
8023067,MON
8023071,MON
8023569,MON
8023753,UOE
8023805,UOE
8024067,MON
8024069,MON
8024127,JSN
8024304,OWE
8024658,MON
8024749,UOE
8024758,UOE
8025099,UOE
8025143,YUG
8025490,OWE
8025815,DFT
8025930,SOD
8025959,YUG
8026015,UOE
8026237,MON
8026334,JSN
8026657,UOE
8027014,UOE
8027326,YUG
8027367,JSN
8027821,OWE
8028046,UOE
8028730,ACO/GIS/LTJ
8029445,ATT
8029923,JSN
8030799,DFT
8030933,MVY
8031610,MON
8031650,MON
8031666,ACO/GIS/LTJ
8031699,ATT
8031819,MON
8031847,UOE
8031979,UOE
8031980,JSN
8034205,UOE
8034564,MON
8035143,UOE
8035297,MON
8035299,MON
8035304,MON
8035306,MON
8035308,MON
8035316,OWE
8035979,MON
8037063,DFT
8037079,ATT
8037815,AFY
8038233,UOE
8039343,SOD
8043091,YUG
8043148,UOE
8043177,UOE
8043346,UOE
8043350,DFT
8043590,ATT
8043728,UOE
8043769,UOE
8044071,UOE
8044090,JSN
8044959,JSN
8045340,UOE
8045403,ACO/GIS/LTJ
8045600,UOE
8045607,UOE
8045880,ATT
8046107,UOE
8046226,YUG
8047338,UOE
8047916,UOE
8048539,YUG
8048673,UOE
8048728,MON
8048754,MON
8048788,UOE
8048896,MON
8048897,MON
8048901,MON
8048902,MON
8048927,MON
8048928,MON
8048998,MON
8049276,MON
8049277,MON
8049533,MON
8049661,UOE
8050051,UOE
8050450,ATT
8050493,UOE
8051298,UOE
8052382,UOE
8052653,CAN
8052729,UOE
8052795,UOE
8052835,UOE
8052845,ATT
8053067,ATT
8053099,UOE
8053891,ATT
8053912,NSI
8053948,ATT
8053954,ACO/GIS/LTJ
8054022,ACO/GIS/LTJ
8054027,ACO/GIS/LTJ
8054043,ACO/GIS/LTJ
8054114,UOE
8054118,ACO/GIS/LTJ
8054135,ACO/GIS/LTJ
8054144,ACO/GIS/LTJ
8054155,ACO/GIS/LTJ
8054170,BRE
8054180,ACO/GIS/LTJ
8054183,ATT
8054241,UOE
8054282,ACO/GIS/LTJ
8054283,ATT
8054284,ACO/GIS/LTJ
8054311,ACO/GIS/LTJ
8054359,ACO/GIS/LTJ
8054360,ATT
8054372,ABW/BCT
8054379,ATT
8054497,MON
8054652,YUG
8054684,ABW/BCT
8054686,MON
8054706,UOE
8054757,ABW/BCT
8054767,ATT
8054773,ACO/GIS/LTJ
8054774,ACO/GIS/LTJ
8054810,ATN
8054860,BIK
8054865,ACO/GIS/LTJ
8054955,UOE
8054990,ACO/GIS/LTJ
8055002,JSN
8055021,ATT
8055094,NAB
8055095,OWE
8055105,ATT
8055127,MVY
8055136,ATT
8055153,YUG
8055155,YUG
8055180,ACO/GIS/LTJ
8055205,BIK
8055228,NAB
8055234,SBN/THO
8055256,ATT
8055289,JSN
8055346,ABW/BCT
8055384,ACO/GIS/LTJ
8055425,MON
8055469,YUG
8055470,YUG
8055475,ACO/GIS/LTJ
8055484,ATT
8055487,SOD
8055587,SFE
8055621,ATT
8055653,JSN
8055740,ACO/GIS/LTJ
8055742,ACO/GIS/LTJ
8055743,ACO/GIS/LTJ
8055788,OWE
8055952,MON
8056021,JSN
8056032,ACO/GIS/LTJ
8056033,ACO/GIS/LTJ
8056075,MON
8056079,JSN
8056302,UOE
8056360,NAB
8056534,JSN
8056549,YUG
8056562,ACO/GIS/LTJ
8056575,UOE
8056629,ACO/GIS/LTJ
8056642,MVY
8056658,MVY
8056787,MON
8056789,MON
8056834,DFT
8056835,MON
8056856,MON
8056969,UOE
8057055,NSI
8057087,CAN
8057144,ABW/BCT
8057147,MVY
8057279,ACO/GIS/LTJ
8057419,APC/APD
8057422,APC/APD
8057608,IFR
8057612,AHT/ATV
8057646,JRY
8057997,MER/PHI
8057999,MER/PHI
8058002,APC/APD
8058005,IFR
8058011,APC/APD
8058036,PON
8058073,AHT/ATV
8058080,APC/APD
8058166,MER/PHI
8058254,JRY
8058565,APC/APD
8058566,APC/APD
8058621,MER/PHI
8058681,PON
8058692,ASV
8058858,APC/APD
8058887,APC/APD
8058905,ACO/GIS/LTJ
8059430,YUG
8059512,APC/APD
8059525,APC/APD
8059579,APC/APD
8059653,ITW
8059654,AFI/GME
8059723,ACO/GIS/LTJ
8059728,AHT/ATV
8059732,APC/APD
8059841,AHT/ATV
8059852,AHT/ATV
8060097,ITW
8060214,LOV
8060281,LOV
8060362,ITW
8060523,ASV
8060625,YUG
8060627,YUG
8060773,PWW
8061008,MON
8061301,PWW
8061630,MER/PHI
8061636,GON
8061789,MVY
8061887,ITW
8061932,MON
8062088,EPI
8062105,TON
8062314,APC/APD
8062319,APC/APD
8062351,UOE
8062384,ACO/GIS/LTJ
8062386,ACO/GIS/LTJ
8062390,ACO/GIS/LTJ
8062397,ACO/GIS/LTJ
8062402,ACO/GIS/LTJ
8062405,ACO/GIS/LTJ
8062406,ACO/GIS/LTJ
8062417,ACO/GIS/LTJ
8062426,ACO/GIS/LTJ
8062430,YUG
8062443,YUG
8062448,ACO/GIS/LTJ
8062459,ATT
8062473,ACO/GIS/LTJ
8062476,ACO/GIS/LTJ
8062477,ACO/GIS/LTJ
8062479,ACO/GIS/LTJ
8062480,ACO/GIS/LTJ
8062496,ACO/GIS/LTJ
8062497,ACO/GIS/LTJ
8062499,ACO/GIS/LTJ
8062508,ATT
8062511,YUG
8062517,ACO/GIS/LTJ
8062518,ACO/GIS/LTJ
8062531,ACO/GIS/LTJ
8062533,ACO/GIS/LTJ
8062536,ATT
8062538,UOE
8062555,ACO/GIS/LTJ
8062557,YUG
8062560,ACO/GIS/LTJ
8062561,ACO/GIS/LTJ
8062566,ACO/GIS/LTJ
