Zeo1,Zeo2,SOAP,D,mA11,mA12,mA13,mA21,mA22,mA23,mA31,mA32,mA33,mB11,mB12,mB13,mB21,mB22,mB23,mB31,mB32,mB33
ABW,ACO,0.1136,0.0000,1,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,AEI,0.2634,0.0507,-2,0,0,0,-2,-1,0,-1,1,1,0,0,0,1,0,0,0,1
ABW,AEL,0.1486,0.2207,1,0,0,0,5,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,AEN,0.1166,0.1808,-2,0,0,0,-2,-1,0,-1,1,1,0,0,0,1,0,0,0,1
ABW,AET,0.2233,0.1122,3,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,AFG,0.0893,0.0685,1,0,0,0,3,0,0,0,2,1,0,0,0,1,0,0,0,1
ABW,AFI,0.2446,0.1539,1,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,AFN,0.1069,0.0904,0,-2,0,-1,0,0,0,1,-2,1,0,0,0,1,0,0,0,1
ABW,AFO,0.1354,0.1104,1,0,0,0,5,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,AFR,0.3117,0.1177,-2,0,0,0,-2,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,AFS,0.3612,0.2270,-1,-1,-1,1,-1,0,-1,-2,2,1,0,0,0,1,0,0,0,1
ABW,AFT,0.2245,0.1541,1,0,0,0,3,0,0,0,3,1,0,0,0,1,0,0,0,1
ABW,AFV,0.2045,0.0353,1,0,0,0,5,0,0,0,3,1,0,0,0,2,0,0,0,2
ABW,AFX,0.2133,0.0587,1,0,0,0,3,0,0,0,2,1,0,0,0,1,0,0,0,1
ABW,AFY,0.3824,0.2237,1,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,AHT,0.1270,0.0000,1,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,ANA,0.1181,0.0662,1,0,0,0,3,0,0,0,2,1,0,0,0,1,0,0,0,1
ABW,APC,0.0434,0.0000,-2,0,0,0,-2,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,APD,0.0797,0.0000,1,0,0,0,4,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,AST,0.2511,0.3683,1,0,0,0,5,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,ASV,0.1714,0.1319,-2,-1,0,-2,0,-1,1,-2,0,-1,0,-1,-1,1,-1,2,-1,0
ABW,ATN,0.0813,0.1242,1,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,ATO,0.1670,0.3247,3,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,2
ABW,ATS,0.2806,0.3017,1,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,ATT,0.1003,0.0000,1,0,0,0,3,0,0,0,1,1,0,0,0,2,0,0,0,1
ABW,ATV,0.0916,0.0000,1,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,AVL,0.1679,0.1073,1,0,0,0,3,0,0,0,7,1,0,0,0,1,0,0,0,4
ABW,AWO,0.0703,0.0701,-2,0,0,0,-2,-1,0,-1,1,1,0,0,0,1,0,0,0,1
ABW,AWW,0.1346,0.1789,1,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,BCT,0.1163,0.0000,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,BEA,0.3371,0.1899,-2,0,0,0,-2,0,0,0,2,1,0,0,0,1,0,0,0,1
ABW,BEC,0.3156,0.2381,1,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,1
ABW,BIK,0.0938,0.2187,1,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,2
ABW,BOF,0.1590,0.0000,-1,0,0,0,-2,-1,0,-1,1,1,0,0,0,1,0,0,0,1
ABW,BOG,0.3257,0.1780,-2,0,0,0,-2,-2,0,-2,1,1,0,0,0,1,0,0,0,1
ABW,BOZ,0.2918,0.4347,-1,-2,-1,-1,-1,2,-1,2,0,1,0,0,0,1,0,0,0,1
ABW,BPH,0.3595,0.0886,-2,-1,-2,-2,1,1,-1,0,-2,-1,0,-1,1,2,-1,-2,-1,-2
ABW,BRE,0.1238,0.1863,-1,0,-1,0,1,0,1,0,-1,1,0,0,0,1,0,0,0,1
ABW,BSV,0.1878,0.1114,2,0,0,0,3,0,0,0,2,1,0,0,0,1,0,0,0,1
ABW,CAN,0.1012,0.1842,1,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,2
ABW,CAS,0.0930,0.1808,1,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,CDO,0.1407,0.1020,-2,-2,-1,-2,1,0,-1,-1,-2,0,0,-1,-2,0,-1,1,1,-2
ABW,CFI,0.2269,0.3120,-2,0,0,0,-2,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,CGF,0.1402,0.1352,3,0,0,0,3,0,0,0,1,2,0,0,0,1,0,0,0,1
ABW,CGS,0.1378,0.0770,1,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,1
ABW,CHA,0.2534,0.1546,1,0,0,0,3,0,0,0,3,1,0,0,0,1,0,0,0,2
ABW,CHI,0.1368,0.3018,1,0,0,0,7,0,0,0,1,2,0,0,0,1,0,0,0,1
ABW,CLO,0.4506,0.1176,-2,-2,-2,-2,2,2,0,2,-1,1,0,0,0,1,0,0,0,1
ABW,CON,0.3153,0.0730,-1,-1,-1,-1,-2,2,-1,1,0,1,0,0,0,1,0,0,0,1
ABW,CSV,0.3018,0.3359,1,0,0,0,5,0,0,0,1,1,0,0,0,2,0,0,0,1
ABW,CTH,0.2721,0.1117,-2,0,-2,-2,0,2,0,2,0,1,0,0,0,1,0,0,0,1
ABW,CZP,0.1080,0.1438,1,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,DAC,0.1494,0.2012,-1,-2,0,0,0,-1,1,-1,0,1,0,0,0,1,0,0,0,1
ABW,DDR,0.0993,0.3227,1,0,0,0,2,0,0,0,4,1,0,0,0,1,0,0,0,1
ABW,DFO,0.3548,0.1414,0,-2,-2,0,-2,2,-2,0,0,1,0,0,0,1,0,0,0,1
ABW,DFT,0.0777,0.2756,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,DOH,0.1001,0.8025,-2,-1,0,1,-2,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,DON,0.2655,0.1641,2,0,0,0,4,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,EAB,0.1710,0.1663,1,0,0,0,3,0,0,0,3,1,0,0,0,1,0,0,0,2
ABW,EDI,0.1639,0.1668,1,0,0,0,5,0,0,0,1,2,0,0,0,4,0,0,0,1
ABW,EEI,0.1598,0.1279,-2,-2,-2,-2,2,2,0,2,-1,1,0,0,0,1,0,0,0,1
ABW,EMT,0.4239,0.1206,2,0,0,0,2,0,0,0,3,1,0,0,0,1,0,0,0,1
ABW,EON,0.1518,0.0308,-2,-2,-1,-2,1,2,-1,1,-1,-2,0,0,-1,0,-1,-2,-1,0
ABW,EPI,0.1511,0.2195,0,-1,-2,1,0,0,0,-1,1,1,0,0,0,1,0,0,0,1
ABW,ERI,0.1773,0.1665,1,0,0,0,3,0,0,0,3,1,0,0,0,1,0,0,0,2
ABW,ESV,0.0738,0.1139,-2,0,0,0,-2,-1,0,-1,1,1,0,0,0,1,0,0,0,1
ABW,ETL,0.0943,0.0953,1,0,0,0,3,0,0,0,3,1,0,0,0,1,0,0,0,1
ABW,ETR,0.2310,0.1591,2,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,EUO,0.1960,0.2254,-2,-2,-2,-1,2,1,0,2,-1,1,0,0,0,1,0,0,0,1
ABW,EWS,0.2459,0.1577,2,0,0,0,3,0,0,0,2,1,0,0,0,1,0,0,0,1
ABW,EWT,0.3476,0.1345,-2,-2,-2,-2,1,2,1,2,-2,-1,-1,-1,1,1,-2,0,-1,1
ABW,EZT,0.2170,0.0791,-2,0,0,0,-2,-1,0,-1,1,1,0,0,0,1,0,0,0,1
ABW,FAR,0.0769,0.1055,1,0,0,0,3,0,0,0,7,1,0,0,0,1,0,0,0,2
ABW,FAU,0.4247,0.1122,-2,-2,-2,-2,2,2,0,2,-1,1,0,0,0,1,0,0,0,1
ABW,FER,0.1558,0.0899,-2,-2,-1,-2,1,-1,-1,-1,-2,-1,-2,2,0,-1,0,0,-1,2
ABW,FRA,0.1203,0.0528,1,0,0,0,5,0,0,0,3,1,0,0,0,2,0,0,0,1
ABW,GIS,0.1363,0.0000,1,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,GIU,0.0780,0.1398,1,0,0,0,3,0,0,0,4,1,0,0,0,1,0,0,0,1
ABW,GME,0.2029,0.1539,1,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,GON,0.1576,0.1464,-2,0,0,0,-2,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,GOO,0.0924,0.0811,1,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,1
ABW,HEU,0.1633,0.1352,3,0,0,0,3,0,0,0,1,2,0,0,0,1,0,0,0,1
ABW,IFO,0.3383,0.2926,2,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,1
ABW,IFR,0.2683,0.1444,0,-2,-1,-1,0,0,0,2,-1,1,0,0,0,1,0,0,0,1
ABW,IFT,0.6385,0.3609,-2,-1,-2,-1,-2,1,-1,2,2,1,0,0,0,1,0,0,0,1
ABW,IFU,0.6017,0.1298,-2,0,-2,-2,0,2,0,2,0,1,0,0,0,1,0,0,0,1
ABW,IFW,0.2734,0.0709,-2,-2,0,0,0,-2,1,-1,0,1,0,0,0,1,0,0,0,1
ABW,IFY,0.1389,0.2332,-2,0,0,0,-2,-1,0,-1,1,1,0,0,0,1,0,0,0,1
ABW,IHW,0.1792,0.2078,-2,-2,-2,-1,2,1,0,2,-1,1,0,0,0,1,0,0,0,1
ABW,IMF,0.1903,0.2853,2,0,0,0,8,0,0,0,2,1,0,0,0,1,0,0,0,1
ABW,IRN,0.2113,0.0980,-1,-2,-1,-1,-1,2,-1,2,0,1,0,0,0,1,0,0,0,1
ABW,IRR,0.7803,0.5367,1,0,0,0,5,0,0,0,3,1,0,0,0,1,0,0,0,2
ABW,IRY,0.9137,0.3747,-2,-2,-1,-2,1,-2,1,-1,-2,-1,1,0,-2,1,-1,-1,-1,0
ABW,ISV,0.3263,0.3227,-2,0,0,0,-2,0,0,0,2,1,0,0,0,1,0,0,0,1
ABW,ITE,0.2718,0.1667,-2,0,0,0,-2,0,0,0,2,1,0,0,0,1,0,0,0,1
ABW,ITG,0.2350,0.2617,-1,-2,-1,-1,1,1,0,2,-1,1,0,0,0,1,0,0,0,1
ABW,ITH,0.1719,0.2757,-1,-2,-1,-1,1,1,0,2,-1,1,0,0,0,1,0,0,0,1
ABW,ITN,0.2757,0.3196,3,0,0,0,9,0,0,0,1,1,0,0,0,4,0,0,0,1
ABW,ITR,0.1735,0.1057,-2,-2,-2,-1,2,1,0,2,-1,1,0,0,0,1,0,0,0,1
ABW,ITT,0.6486,0.4935,-2,-1,-2,-1,-1,2,-1,2,1,-2,1,0,1,1,-1,0,0,-1
ABW,ITV,0.7717,0.3159,-2,-2,-2,-2,2,2,0,2,-1,1,0,0,0,1,0,0,0,1
ABW,ITW,0.1110,0.0402,-1,-2,0,0,0,-1,1,-1,0,1,0,0,0,1,0,0,0,1
ABW,IWR,0.3051,0.2584,-1,-2,-1,-1,1,1,0,2,-1,1,0,0,0,1,0,0,0,1
ABW,IWS,0.3620,0.3710,-2,-2,-1,-1,1,2,-1,2,-1,1,0,0,0,1,0,0,0,1
ABW,IWV,0.3597,0.2783,-2,-1,-2,-1,-2,1,-1,2,2,1,0,0,0,1,0,0,0,1
ABW,IWW,0.2224,0.3637,-2,-2,-2,-1,2,1,0,2,-1,1,0,0,0,1,0,0,0,1
ABW,JBW,0.0763,0.0000,1,0,0,0,3,0,0,0,1,2,0,0,0,2,0,0,0,1
ABW,JNT,0.0833,0.1156,1,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,1
ABW,JOZ,0.1352,0.1150,1,0,0,0,5,0,0,0,1,1,0,0,0,2,0,0,0,1
ABW,JRY,0.1306,0.2628,-1,0,0,0,-2,-1,0,-1,1,1,0,0,0,1,0,0,0,1
ABW,JSN,0.1237,0.1533,-1,0,-1,0,1,0,1,0,-1,1,0,0,0,1,0,0,0,1
ABW,JSR,0.4952,0.1870,-2,0,0,0,-2,-2,0,-2,1,1,0,0,0,1,0,0,0,1
ABW,JST,0.2319,0.1135,1,0,0,0,3,0,0,0,2,1,0,0,0,1,0,0,0,1
ABW,JSW,0.1185,0.0645,1,0,0,0,3,0,0,0,2,1,0,0,0,1,0,0,0,1
ABW,KFI,0.2539,0.0417,-2,0,0,0,-2,-2,0,-2,1,1,0,0,0,1,0,0,0,1
ABW,LAU,0.1611,0.1539,1,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,LEV,0.1972,0.0830,1,0,0,0,9,0,0,0,3,1,0,0,0,4,0,0,0,1
ABW,LIO,0.0704,0.1589,1,0,0,0,3,0,0,0,3,1,0,0,0,1,0,0,0,2
ABW,LIT,0.1321,0.0699,1,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,LOS,0.0763,0.1856,1,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,LOV,0.0941,0.2013,1,0,0,0,1,0,0,0,9,1,0,0,0,1,0,0,0,4
ABW,LTA,0.3016,0.2515,-1,0,0,0,-2,-1,0,-1,1,1,0,0,0,1,0,0,0,1
ABW,LTF,0.1242,0.1010,3,0,0,0,9,0,0,0,1,1,0,0,0,2,0,0,0,1
ABW,LTJ,0.0550,0.0000,1,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,LTL,0.2177,0.1472,3,0,0,0,3,0,0,0,1,2,0,0,0,1,0,0,0,1
ABW,LTN,0.1012,0.4590,2,0,0,0,4,0,0,0,4,1,0,0,0,1,0,0,0,1
ABW,MAR,0.0741,0.1589,1,0,0,0,3,0,0,0,3,1,0,0,0,1,0,0,0,1
ABW,MAZ,0.1572,0.1232,3,0,0,0,3,0,0,0,1,2,0,0,0,1,0,0,0,1
ABW,MEI,0.3467,0.2535,-2,-2,-1,-2,1,-2,1,0,-2,-2,1,0,0,1,0,1,1,-2
ABW,MEL,0.2139,0.0631,2,0,0,0,3,0,0,0,2,1,0,0,0,1,0,0,0,1
ABW,MEP,0.0910,0.1428,-2,-1,-1,-1,1,2,-1,2,-2,-1,0,0,0,-2,1,-1,1,1
ABW,MER,0.1187,0.1577,-2,0,0,0,-2,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,MFI,0.1919,0.0804,2,0,0,0,3,0,0,0,2,1,0,0,0,1,0,0,0,1
ABW,MFS,0.1557,0.1119,-2,-2,-1,-2,1,-1,-1,-1,-2,-2,-2,-1,0,-1,0,-2,-1,0
ABW,MON,0.0893,0.2024,-2,0,0,0,-1,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,MOR,0.1563,0.1004,-2,0,0,0,-2,-1,0,-1,1,1,0,0,0,1,0,0,0,1
ABW,MOZ,0.1421,0.1227,3,0,0,0,9,0,0,0,1,1,0,0,0,2,0,0,0,1
ABW,MRE,0.1448,0.0693,-2,0,0,0,-2,-1,0,-1,1,1,0,0,0,1,0,0,0,1
ABW,MRT,0.0980,0.0706,-1,0,0,0,-2,-1,0,-1,1,1,0,0,0,1,0,0,0,1
ABW,MSE,0.2384,0.2026,-2,-2,-2,-1,2,1,0,2,-1,1,0,0,0,1,0,0,0,1
ABW,MSO,0.1620,0.0925,-1,0,-2,0,-2,1,-2,1,1,1,0,0,0,1,0,0,0,1
ABW,MTF,0.1297,0.2517,-2,-2,-1,-2,-1,2,-1,1,0,-2,1,-1,-1,0,-2,-1,0,0
ABW,MTN,0.0859,0.1462,-2,-2,-1,-1,1,2,-1,2,-1,1,0,0,0,1,0,0,0,1
ABW,MTT,0.1535,0.2386,1,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,MTW,0.1871,0.2637,-2,-2,-1,-2,1,-2,1,2,-1,-1,1,-2,-1,-2,-1,0,-1,1
ABW,MVY,0.0990,0.0000,1,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,2
ABW,MWF,0.1317,0.6440,2,0,0,0,4,0,0,0,4,1,0,0,0,1,0,0,0,1
ABW,MWW,0.2446,0.1453,-1,-1,-2,0,-1,1,-2,2,1,1,0,0,0,1,0,0,0,1
ABW,NAB,0.1711,0.1511,1,0,0,0,5,0,0,0,1,1,0,0,0,4,0,0,0,1
ABW,NAT,0.1519,0.1504,-2,-1,-1,-1,-2,-1,1,0,2,-2,-1,1,-1,0,0,1,0,-2
ABW,NES,0.2468,0.2075,-2,-2,-1,-1,1,2,-1,2,-1,1,0,0,0,1,0,0,0,1
ABW,NON,0.1385,0.1079,-1,-2,-1,-1,-1,2,-1,2,0,1,0,0,0,1,0,0,0,1
ABW,NPO,0.1094,0.0892,-2,-1,0,-1,-2,0,0,0,1,-2,-2,-2,-1,-1,0,-1,1,0
ABW,NPT,0.2501,0.0944,-2,-1,-2,-2,0,1,-1,2,2,-2,-1,-1,0,0,-2,1,0,-1
ABW,NSI,0.0963,0.1916,3,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,1
ABW,OBW,0.3079,0.2893,-2,-2,-1,-2,-1,2,-1,2,-1,-2,-1,0,0,-1,0,-1,0,1
ABW,OFF,0.1772,0.1665,1,0,0,0,3,0,0,0,3,1,0,0,0,1,0,0,0,4
ABW,OKO,0.2556,0.1277,-2,-1,-2,-2,0,1,-1,2,-2,-1,-2,0,0,-1,-1,0,-1,1
ABW,OSI,0.1706,0.1409,-2,0,0,0,-2,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,OSO,0.3107,0.9140,-2,-2,-1,-2,1,2,1,2,-1,-1,-1,-2,0,-2,0,-1,1,2
ABW,OWE,0.1511,0.1154,1,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,PAR,0.1502,0.1953,-2,0,0,0,-2,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,PAU,0.1384,0.4277,2,0,0,0,4,0,0,0,4,1,0,0,0,1,0,0,0,1
ABW,PCR,0.1377,0.1767,-2,-1,-2,-2,-1,1,-1,2,2,0,-1,-1,-1,-2,0,-1,0,0
ABW,PCS,0.1839,0.1641,0,-2,-1,-2,0,0,0,2,-1,1,0,0,0,1,0,0,0,1
ABW,PHI,0.1272,0.0000,1,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,1
ABW,PON,0.1225,0.1798,1,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,POR,0.1438,0.1174,-2,0,0,0,-2,0,0,0,2,1,0,0,0,1,0,0,0,1
ABW,POS,0.2863,0.0868,-2,0,0,0,-2,0,0,0,2,1,0,0,0,1,0,0,0,1
ABW,PSI,0.1194,0.1820,1,0,0,0,6,0,0,0,3,1,0,0,0,1,0,0,0,1
ABW,PUN,0.2462,0.1732,3,0,0,0,1,0,0,0,3,2,0,0,0,1,0,0,0,1
ABW,PWO,0.2213,0.1724,-2,-2,-1,-1,-2,-1,2,-1,2,-2,-1,-2,-2,-1,-1,0,1,1
ABW,PWW,0.2082,0.1700,-2,-1,0,0,0,-1,1,-2,0,1,0,0,0,1,0,0,0,1
ABW,RHO,0.2979,0.0000,1,0,0,0,3,0,0,0,2,1,0,0,0,1,0,0,0,1
ABW,RON,0.1758,0.4443,-1,-2,-1,-1,1,1,0,2,-1,1,0,0,0,1,0,0,0,1
ABW,RRO,0.1391,0.1002,-2,-2,-1,-2,1,0,-1,2,-1,-2,0,0,-2,-2,1,0,0,1
ABW,RSN,0.1003,0.1592,1,0,0,0,9,0,0,0,1,2,0,0,0,1,0,0,0,1
ABW,RTE,0.1435,0.1789,1,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,RTH,0.2693,0.2299,1,0,0,0,4,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,RUT,0.0980,0.0991,-2,-1,-2,-2,-1,1,1,2,2,-1,0,-1,0,-1,-2,2,-1,2
ABW,RWR,0.0792,0.2069,-2,0,0,0,-2,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,RWY,0.9675,0.0998,-2,0,0,0,-2,-1,0,-1,1,1,0,0,0,1,0,0,0,1
ABW,SAF,0.1773,0.1167,2,0,0,0,4,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,SAO,0.4591,0.2897,-1,-2,-1,-1,1,1,0,2,-1,1,0,0,0,1,0,0,0,1
ABW,SAS,0.2694,0.2263,-2,0,0,0,-2,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,SAT,0.1623,0.1680,1,0,0,0,3,0,0,0,3,1,0,0,0,1,0,0,0,1
ABW,SAV,0.2630,0.1116,-2,0,0,0,-2,-1,0,-1,1,1,0,0,0,1,0,0,0,1
ABW,SBE,0.4104,0.1025,-2,0,-2,-2,0,2,0,2,0,1,0,0,0,1,0,0,0,1
ABW,SBN,0.1565,0.1163,1,0,0,0,5,0,0,0,1,1,0,0,0,4,0,0,0,1
ABW,SBS,0.4442,0.1161,2,0,0,0,2,0,0,0,3,1,0,0,0,1,0,0,0,1
ABW,SBT,0.4418,0.3095,1,0,0,0,3,0,0,0,6,1,0,0,0,1,0,0,0,1
ABW,SEW,0.2239,0.0956,1,0,0,0,5,0,0,0,5,1,0,0,0,1,0,0,0,3
ABW,SFE,0.2169,0.2008,-2,-1,-1,-2,1,0,-1,2,-1,0,2,-1,0,0,-2,-1,0,-1
ABW,SFF,0.2538,0.2263,1,0,0,0,4,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,SFG,0.1763,0.1264,2,0,0,0,7,0,0,0,2,1,0,0,0,3,0,0,0,1
ABW,SFH,0.2704,0.4163,1,0,0,0,4,0,0,0,2,1,0,0,0,1,0,0,0,1
ABW,SFN,0.2703,0.3622,2,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,1
ABW,SFO,0.3118,0.1177,2,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,SFS,0.2616,0.2725,-1,-1,-1,2,-2,-1,0,-1,1,1,0,0,0,1,0,0,0,1
ABW,SFV,0.2115,0.3373,1,0,0,0,2,0,0,0,16,1,0,0,0,1,0,0,0,1
ABW,SFW,0.2055,0.0902,1,0,0,0,3,0,0,0,9,1,0,0,0,1,0,0,0,2
ABW,SGT,0.1649,0.1681,1,0,0,0,2,0,0,0,4,1,0,0,0,1,0,0,0,1
ABW,SIV,0.1283,0.2342,1,0,0,0,2,0,0,0,4,1,0,0,0,1,0,0,0,1
ABW,SOD,0.1249,0.0568,-2,-2,-1,-1,0,0,0,-1,-2,-1,-1,-1,-1,0,-1,1,-2,-1
ABW,SOF,0.1697,0.3584,-1,-1,-2,-2,0,1,0,1,0,1,0,0,0,1,0,0,0,1
ABW,SOR,0.1968,0.1470,-2,0,0,0,-2,-1,0,-1,1,1,0,0,0,1,0,0,0,1
ABW,SOS,0.2063,0.3152,-1,0,0,0,-2,-1,0,-1,1,1,0,0,0,1,0,0,0,1
ABW,SSF,0.2444,0.0962,-2,-2,-1,-2,1,2,-1,2,-2,-2,-1,-1,0,-1,-1,-1,-1,1
ABW,SSO,0.2228,0.3986,-1,-2,0,-1,2,-2,1,-1,-1,1,0,0,0,1,0,0,0,1
ABW,SSY,0.2200,0.3811,1,0,0,0,7,0,0,0,1,1,0,0,0,2,0,0,0,1
ABW,STF,0.2535,0.1424,0,-2,-1,-1,0,0,0,2,-1,1,0,0,0,1,0,0,0,1
ABW,STI,0.2552,0.1415,-2,-2,-1,-1,2,1,0,1,-1,1,0,0,0,1,0,0,0,1
ABW,STO,0.1796,0.2598,-1,-1,-2,2,-2,-1,0,-2,1,1,0,0,0,1,0,0,0,1
ABW,STT,0.2218,0.1673,-2,-1,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,1
ABW,STW,0.2164,0.1094,1,0,0,0,5,0,0,0,3,1,0,0,0,2,0,0,0,1
ABW,SVR,0.2126,0.1608,-1,-2,0,-1,2,-1,1,-1,-2,1,0,0,0,1,0,0,0,1
ABW,SVV,0.1183,0.1755,-1,-1,-1,-1,-2,2,0,2,1,1,0,0,0,1,0,0,0,1
ABW,SVY,0.2382,0.1978,1,0,0,0,3,0,0,0,6,1,0,0,0,1,0,0,0,1
ABW,SWY,0.1734,0.1663,1,0,0,0,3,0,0,0,3,1,0,0,0,1,0,0,0,1
ABW,SZR,0.1146,0.0248,-2,-2,-1,-2,1,-1,-1,-1,-2,-1,-2,2,0,-1,0,0,-1,2
ABW,TER,0.2102,0.1271,-2,0,-1,-1,0,2,0,2,0,1,0,0,0,1,0,0,0,1
ABW,THO,0.1608,0.1610,-2,-1,0,-1,2,0,0,0,-1,0,-2,0,0,-1,-2,1,0,0
ABW,TOL,0.0705,0.1589,1,0,0,0,3,0,0,0,3,1,0,0,0,1,0,0,0,1
ABW,TON,0.1491,0.1630,1,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,TSC,0.4074,0.2734,2,0,0,0,4,0,0,0,4,1,0,0,0,1,0,0,0,1
ABW,TUN,0.2128,0.1505,-2,-2,-2,2,-2,-2,0,-2,1,1,0,0,0,1,0,0,0,1
ABW,UEI,0.0799,0.0701,-2,0,0,0,-2,-1,0,-1,1,1,0,0,0,1,0,0,0,1
ABW,UFI,0.2327,0.3265,-2,0,0,0,-2,0,0,0,2,1,0,0,0,1,0,0,0,1
ABW,UOE,0.1502,0.1806,1,0,0,0,3,0,0,0,1,1,0,0,0,2,0,0,0,1
ABW,UOS,0.1628,0.4342,-1,0,0,0,-2,-1,0,-1,1,1,0,0,0,1,0,0,0,1
ABW,UOV,0.2597,0.2798,-2,-2,-2,-2,1,2,0,2,-1,1,0,0,0,1,0,0,0,1
ABW,UOZ,0.1410,0.1823,-2,0,-1,-1,0,2,0,1,0,1,0,0,0,1,0,0,0,1
ABW,USI,0.3303,0.2132,1,0,0,0,5,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,UTL,0.3611,0.1756,-2,-2,-1,-2,1,-2,1,-1,-2,0,-2,0,0,-1,-1,1,0,0
ABW,UWY,0.2226,0.2120,5,0,0,0,3,0,0,0,1,2,0,0,0,1,0,0,0,1
ABW,VET,0.1726,0.2444,-2,-1,-1,-1,1,2,-1,2,-2,-2,-1,0,0,0,2,-2,1,-2
ABW,VFI,0.5007,0.1055,3,0,0,0,3,0,0,0,1,2,0,0,0,1,0,0,0,1
ABW,VNI,0.0662,0.1955,1,0,0,0,5,0,0,0,3,1,0,0,0,2,0,0,0,1
ABW,VSV,0.1078,0.2013,1,0,0,0,1,0,0,0,9,1,0,0,0,1,0,0,0,2
ABW,WEI,0.1098,0.1925,1,0,0,0,5,0,0,0,1,1,0,0,0,2,0,0,0,1
ABW,WEN,0.1268,0.1208,-2,-1,-1,-2,0,1,-1,2,2,-1,-1,-2,0,-1,-1,1,-2,1
ABW,YFI,0.2155,0.1569,-2,-1,-1,-1,2,2,0,2,-1,1,0,0,0,1,0,0,0,1
ABW,YUG,0.0496,0.1154,1,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,1
ABW,ZON,0.1277,0.1244,1,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,1
