Zeo1,Zeo2,SOAP,D,mA11,mA12,mA13,mA21,mA22,mA23,mA31,mA32,mA33,mB11,mB12,mB13,mB21,mB22,mB23,mB31,mB32,mB33
IRY,THO,0.9273,0.4410,-2,-2,-1,-2,0,-1,1,1,0,-2,-1,0,-2,2,1,1,2,-2
IRY,TOL,0.8934,0.3164,1,0,0,0,1,0,0,0,18,1,0,0,0,1,0,0,0,19
IRY,TON,0.8539,0.2037,1,0,0,0,2,0,0,0,3,1,0,0,0,1,0,0,0,19
IRY,TSC,0.5470,0.3855,-2,1,-1,-1,-1,0,-1,1,1,1,0,0,0,1,0,0,0,1
IRY,TUN,0.7928,0.1071,2,0,0,0,14,0,0,0,1,1,0,0,0,11,0,0,0,1
IRY,UEI,0.8929,0.1345,1,0,0,0,12,0,0,0,1,1,0,0,0,19,0,0,0,1
IRY,UFI,0.7547,0.0722,1,0,0,0,16,0,0,0,1,1,0,0,0,19,0,0,0,1
IRY,UOE,0.8685,0.5234,-2,-2,-1,-1,1,1,0,1,0,-1,2,-2,-2,-2,1,-1,1,2
IRY,UOS,0.8657,0.2647,1,0,0,0,1,0,0,0,6,1,0,0,0,1,0,0,0,19
IRY,UOV,0.7442,0.1725,10,0,0,0,3,0,0,0,1,13,0,0,0,1,0,0,0,1
IRY,UOZ,0.9121,0.3000,1,0,0,0,10,0,0,0,1,1,0,0,0,19,0,0,0,1
IRY,USI,0.7998,0.2636,2,0,0,0,1,0,0,0,5,1,0,0,0,1,0,0,0,19
IRY,UTL,0.5883,0.1731,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
IRY,UWY,0.7400,0.1228,1,0,0,0,15,0,0,0,1,1,0,0,0,19,0,0,0,1
IRY,VET,0.8120,0.1402,1,0,0,0,2,0,0,0,1,1,0,0,0,3,0,0,0,3
IRY,VFI,0.5362,0.1796,-2,1,-1,-1,-1,1,0,1,2,-2,-1,-2,2,-1,-1,1,-2,2
IRY,VNI,0.9047,0.2824,15,0,0,0,1,0,0,0,1,19,0,0,0,1,0,0,0,1
IRY,VSV,0.9085,0.1350,1,0,0,0,9,0,0,0,1,1,0,0,0,19,0,0,0,1
IRY,WEI,0.9131,0.3276,1,0,0,0,1,0,0,0,5,1,0,0,0,1,0,0,0,19
IRY,WEN,0.8392,0.3213,-2,-1,0,-2,2,-1,-1,0,-1,-2,-1,2,-1,2,2,-2,1,-1
IRY,YFI,0.7775,0.2887,1,0,0,0,5,0,0,0,6,1,0,0,0,1,0,0,0,19
IRY,YUG,0.9114,0.1690,1,0,0,0,1,0,0,0,4,1,0,0,0,1,0,0,0,19
IRY,ZON,0.9054,0.2508,8,0,0,0,1,0,0,0,1,19,0,0,0,1,0,0,0,1
ISV,ITE,0.1492,0.2072,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
ISV,ITG,0.1050,0.0671,1,0,0,0,1,0,0,0,7,1,0,0,0,1,0,0,0,8
ISV,ITH,0.1712,0.1492,-2,-2,-1,-1,0,2,-1,1,1,0,-2,0,-2,2,-2,0,2,-2
ISV,ITN,0.0804,0.0919,-2,-2,-1,-2,1,2,-1,2,-2,-2,-2,-2,2,-2,2,-2,0,2
ISV,ITR,0.1698,0.0483,1,0,0,0,7,0,0,0,1,1,0,0,0,4,0,0,0,1
ISV,ITT,0.5141,0.1240,1,0,0,0,23,0,0,0,1,1,0,0,0,16,0,0,0,2
ISV,ITV,0.6824,0.0769,1,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,1
ISV,ITW,0.2825,0.0948,1,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,8
ISV,IWR,0.0442,0.1315,7,0,0,0,1,0,0,0,1,4,0,0,0,1,0,0,0,2
ISV,IWS,0.0987,0.0562,17,0,0,0,1,0,0,0,1,8,0,0,0,1,0,0,0,1
ISV,IWV,0.1401,0.0789,-2,-1,-2,-2,1,1,-1,2,-2,-1,-1,-2,1,-1,2,-2,-1,0
ISV,IWW,0.1137,0.0757,-2,-2,-1,-2,-1,-2,1,-1,-1,-1,-2,0,-1,-2,-2,0,-2,-1
ISV,JBW,0.2976,0.1505,3,0,0,0,1,0,0,0,1,8,0,0,0,1,0,0,0,4
ISV,JNT,0.3014,0.1767,1,0,0,0,1,0,0,0,1,-2,0,-2,-1,0,0,0,1,0
ISV,JOZ,0.3654,0.1736,5,0,0,0,1,0,0,0,1,8,0,0,0,1,0,0,0,2
ISV,JRY,0.2759,0.1580,1,0,0,0,3,0,0,0,1,2,0,0,0,4,0,0,0,1
ISV,JSN,0.2734,0.1785,1,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,2
ISV,JSR,0.2753,0.0546,3,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,1
ISV,JST,0.3922,0.1834,3,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,2
ISV,JSW,0.2884,0.1244,1,0,0,0,3,0,0,0,1,1,0,0,0,4,0,0,0,1
ISV,KFI,0.1725,0.0828,3,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,1
ISV,LAU,0.2254,0.1502,3,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,4
ISV,LEV,0.2923,0.0841,-2,-2,-1,-2,1,2,-1,2,-2,-2,2,-1,2,2,2,2,2,-2
ISV,LIO,0.2926,0.0933,-2,-2,-1,-2,-1,2,-1,1,1,-1,2,-2,0,2,2,2,2,2
ISV,LIT,0.3346,0.1778,-2,0,-1,-1,0,1,0,1,0,-2,0,-1,0,0,2,0,2,0
ISV,LOS,0.3043,0.1425,-2,-1,-2,-1,-1,0,-1,1,-1,-2,0,-1,-2,-2,0,-2,2,0
ISV,LOV,0.3372,0.0804,-2,-1,-2,-1,-1,2,-1,1,-1,-2,-2,-2,-2,-1,2,-2,2,-2
ISV,LTA,0.1506,0.0737,-2,-1,-1,-1,-1,0,-1,2,0,-2,0,0,-2,-2,0,0,1,2
ISV,LTF,0.2759,0.1378,3,0,0,0,9,0,0,0,1,1,0,0,0,4,0,0,0,4
ISV,LTJ,0.3312,0.1362,1,0,0,0,1,0,0,0,1,-2,-2,0,-1,1,0,0,0,-1
ISV,LTL,0.2775,0.0488,-2,-1,-1,-2,0,1,1,2,-1,-1,-2,0,-2,0,-2,2,0,-2
ISV,LTN,0.2544,0.2198,3,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,1
ISV,MAR,0.2978,0.0796,-2,-1,-1,-2,1,0,-1,1,-2,-2,2,1,2,2,1,0,2,0
ISV,MAZ,0.2405,0.0779,-2,-1,-1,-2,1,0,-1,1,-2,-1,1,2,1,2,0,-2,1,-2
ISV,MEI,0.1010,0.0577,-2,-1,-2,-2,1,1,1,2,-1,-1,-2,-2,-2,-2,2,-2,2,-2
ISV,MEL,0.1429,0.0896,1,0,0,0,3,0,0,0,1,1,0,0,0,2,0,0,0,1
ISV,MEP,0.3322,0.2748,-2,-2,-1,-2,1,0,-1,1,-2,-2,-2,-2,-2,0,1,-2,1,-2
ISV,MER,0.3016,0.1785,1,0,0,0,1,0,0,0,1,-2,0,0,0,-1,0,0,0,1
ISV,MFI,0.1745,0.0930,3,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,1
ISV,MFS,0.1984,0.1359,-2,-2,-1,-2,1,0,-1,2,-1,-2,-1,0,-2,0,-2,2,-2,-2
ISV,MON,0.3451,0.3545,1,0,0,0,1,0,0,0,1,-2,-2,0,-1,1,0,0,0,-1
ISV,MOR,0.1939,0.0992,1,0,0,0,3,0,0,0,1,1,0,0,0,2,0,0,0,2
ISV,MOZ,0.2361,0.0471,3,0,0,0,9,0,0,0,1,1,0,0,0,4,0,0,0,4
ISV,MRE,0.2330,0.1207,1,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,4
ISV,MRT,0.3164,0.1147,1,0,0,0,3,0,0,0,1,1,0,0,0,4,0,0,0,2
ISV,MSE,0.0990,0.1395,-2,-1,-2,-1,1,1,-1,2,0,0,0,-2,-2,-2,2,-1,0,0
ISV,MSO,0.1862,0.1565,-2,-2,-2,-2,-2,2,-2,1,0,-2,2,-1,-1,-1,2,1,2,1
ISV,MTF,0.2568,0.1995,1,0,0,0,11,0,0,0,1,1,0,0,0,4,0,0,0,4
ISV,MTN,0.3208,0.2350,-2,-1,-2,-1,-1,2,-1,2,1,-2,-1,-1,2,1,-1,2,-1,0
ISV,MTT,0.2203,0.1107,1,0,0,0,3,0,0,0,1,2,0,0,0,2,0,0,0,2
ISV,MTW,0.1782,0.1197,-2,-2,-1,-2,-1,-2,1,0,-2,-2,-1,-2,-2,-2,0,-1,2,2
ISV,MVY,0.3220,0.1019,-2,-1,0,-1,1,0,0,-2,-1,-2,-1,0,0,-2,-2,0,-2,2
ISV,MWF,0.3143,0.0359,-2,-2,-1,-2,-1,2,-2,2,0,1,0,0,0,1,0,0,0,1
ISV,MWW,0.1085,0.1828,-2,-1,-1,-2,1,0,1,2,-1,-2,2,1,0,0,1,2,2,0
ISV,NAB,0.3917,0.1589,1,0,0,0,5,0,0,0,1,2,0,0,0,8,0,0,0,2
ISV,NAT,0.3757,0.1789,1,0,0,0,5,0,0,0,1,1,0,0,0,4,0,0,0,4
ISV,NES,0.1157,0.1408,-2,-1,-2,-2,0,1,-1,2,-2,-2,-2,-2,0,-1,1,-2,1,-1
ISV,NON,0.2323,0.1402,-2,-1,-2,-1,-2,1,0,2,1,-1,-2,1,2,0,2,0,2,0
ISV,NPO,0.3121,0.2445,-1,0,-2,-1,0,1,0,1,0,-2,2,-2,2,-2,-2,-2,-2,0
ISV,NPT,0.3225,0.0627,-2,-1,-1,-2,0,1,-1,2,0,-2,-2,0,-2,2,-1,0,0,-2
ISV,NSI,0.2963,0.1190,1,0,0,0,1,0,0,0,3,1,0,0,0,2,0,0,0,8
ISV,OBW,0.3224,0.0550,-2,-1,-2,-2,1,1,-1,2,-2,-2,-2,-1,-2,2,1,-2,0,-2
ISV,OFF,0.1938,0.1673,-2,-1,-1,-2,1,0,1,2,-1,-2,-2,-2,-2,-2,2,-2,2,0
ISV,OKO,0.1044,0.0772,-2,-1,-2,-1,-1,2,-1,2,1,-2,0,-2,1,2,1,2,1,-2
ISV,OSI,0.2038,0.2739,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,2
ISV,OSO,0.2819,0.7725,1,0,0,0,1,0,0,0,4,1,0,0,0,1,0,0,0,17
ISV,OWE,0.2718,0.1731,1,0,0,0,1,0,0,0,1,-2,0,0,0,-2,0,0,0,1
ISV,PAR,0.2677,0.1835,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,2
ISV,PAU,0.2976,0.1702,-2,-1,-2,-2,1,1,1,2,-2,-1,-1,-1,-1,1,1,0,0,-1
ISV,PCR,0.2466,0.1570,-2,-2,-1,-2,1,1,1,1,-2,-1,-2,-1,2,-1,1,-2,0,2
ISV,PCS,0.1764,0.2449,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
ISV,PHI,0.3369,0.1785,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,2
ISV,PON,0.2661,0.0892,1,0,0,0,3,0,0,0,1,1,0,0,0,4,0,0,0,2
ISV,POR,0.2415,0.2263,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
ISV,POS,0.0778,0.2830,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
ISV,PSI,0.2728,0.1073,1,0,0,0,3,0,0,0,3,1,0,0,0,2,0,0,0,2
ISV,PUN,0.3351,0.0919,1,0,0,0,3,0,0,0,3,1,0,0,0,4,0,0,0,4
ISV,PWO,0.2239,0.2077,-2,-1,-1,-1,0,-2,1,-1,0,-2,-2,0,-2,-2,2,-2,2,0
ISV,PWW,0.2229,0.0404,-1,-1,-1,0,1,-2,1,0,-2,-2,-1,-2,-2,0,1,-2,1,0
ISV,RHO,0.1798,0.0933,3,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,2
ISV,RON,0.2571,0.0726,7,0,0,0,1,0,0,0,1,4,0,0,0,1,0,0,0,2
ISV,RRO,0.2597,0.1171,-2,-1,-1,-1,1,1,0,1,-2,-2,2,2,-2,2,-2,-2,-2,1
ISV,RSN,0.3420,0.1398,-2,-1,-2,-2,-1,1,1,2,1,-2,-1,0,2,0,2,-2,2,2
ISV,RTE,0.2227,0.2018,-2,-1,-1,-1,1,1,0,0,-1,-1,2,-2,1,-1,-2,-2,1,0
ISV,RTH,0.1554,0.2072,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,2
ISV,RUT,0.2867,0.1056,-2,-1,-1,-1,-2,1,-1,1,1,-2,-2,0,2,-2,0,2,0,2
ISV,RWR,0.3230,0.1296,1,0,0,0,1,0,0,0,1,-2,0,0,0,-1,0,0,0,1
ISV,RWY,0.7781,0.1165,1,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,4
ISV,SAF,0.2143,0.1690,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
ISV,SAO,0.1803,0.2307,-2,-2,-1,-2,-1,-2,1,-1,-1,-2,0,-2,-2,-2,-2,-2,-1,0
ISV,SAS,0.1645,0.1640,1,0,0,0,1,0,0,0,1,-2,0,0,0,-1,0,0,0,1
ISV,SAT,0.1961,0.2105,1,0,0,0,1,0,0,0,9,1,0,0,0,1,0,0,0,8
ISV,SAV,0.1922,0.0718,-2,-1,-2,-1,-2,-1,-1,2,0,-2,-1,1,-2,0,0,1,-2,0
ISV,SBE,0.2754,0.0878,-2,0,0,0,-1,0,0,0,1,1,0,0,0,1,0,0,0,1
ISV,SBN,0.3846,0.0998,-2,-1,-1,-1,2,-1,0,0,-1,-2,0,2,2,-2,2,2,2,2
ISV,SBS,0.2520,0.0880,1,0,0,0,3,0,0,0,1,1,0,0,0,2,0,0,0,1
ISV,SBT,0.2491,0.1693,-2,-1,-1,-2,0,1,1,2,-1,-2,-1,0,0,-1,-1,0,-1,1
ISV,SEW,0.1187,0.0732,-2,-2,-2,-2,0,2,-2,2,-1,-2,-2,1,2,-1,2,-1,2,2
ISV,SFE,0.1405,0.0605,7,0,0,0,1,0,0,0,1,8,0,0,0,2,0,0,0,2
ISV,SFF,0.1197,0.1451,1,0,0,0,1,0,0,0,1,-2,0,0,0,-1,0,0,0,1
ISV,SFG,0.1752,0.0628,2,0,0,0,1,0,0,0,11,1,0,0,0,1,0,0,0,19
ISV,SFH,0.1395,0.3765,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
ISV,SFN,0.1356,0.3033,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,2
ISV,SFO,0.1161,0.1470,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,2
ISV,SFS,0.0918,0.2370,1,0,0,0,7,0,0,0,1,1,0,0,0,4,0,0,0,2
ISV,SFV,0.1434,0.2272,3,0,0,0,1,0,0,0,4,1,0,0,0,1,0,0,0,1
ISV,SFW,0.1772,0.0825,9,0,0,0,1,0,0,0,3,8,0,0,0,1,0,0,0,2
ISV,SGT,0.2148,0.2880,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
ISV,SIV,0.3428,0.1785,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
ISV,SOD,0.3629,0.1530,1,0,0,0,1,0,0,0,3,2,0,0,0,1,0,0,0,8
ISV,SOF,0.2155,0.1631,-2,-1,-2,-1,2,0,0,0,-1,-2,0,-2,0,-2,0,-2,0,0
ISV,SOR,0.1559,0.0750,3,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,2
ISV,SOS,0.2311,0.0506,3,0,0,0,1,0,0,0,1,2,0,0,0,2,0,0,0,2
ISV,SSF,0.1252,0.0646,3,0,0,0,9,0,0,0,1,2,0,0,0,8,0,0,0,2
ISV,SSO,0.1487,0.1965,5,0,0,0,1,0,0,0,1,4,0,0,0,1,0,0,0,1
ISV,SSY,0.1391,0.0479,1,0,0,0,7,0,0,0,1,2,0,0,0,4,0,0,0,2
ISV,STF,0.1134,0.1373,1,0,0,0,1,0,0,0,1,-2,0,-1,0,-1,0,0,0,1
ISV,STI,0.2207,0.0604,1,0,0,0,3,0,0,0,3,1,0,0,0,2,0,0,0,4
ISV,STO,0.1835,0.1445,-2,-1,-1,-1,0,-2,1,-1,-2,-1,1,1,-1,2,0,-2,1,-1
ISV,STT,0.1497,0.2160,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
ISV,STW,0.2275,0.1975,1,0,0,0,15,0,0,0,1,1,0,0,0,16,0,0,0,1
ISV,SVR,0.1781,0.1638,-2,-1,-2,-2,0,1,1,2,-1,-2,-1,2,1,-2,0,0,2,1
ISV,SVV,0.2983,0.0549,-2,-1,-1,-2,1,0,-1,0,-2,-2,-1,0,0,-2,0,-2,-1,2
ISV,SVY,0.1118,0.0464,-2,-2,-2,-2,1,2,0,1,-2,-2,-2,-1,-2,1,1,1,1,-1
ISV,SWY,0.1902,0.0442,-2,-1,-2,-2,0,1,1,2,1,0,-1,1,-2,1,0,-2,-1,-2
ISV,SZR,0.2294,0.0766,-2,-2,-1,-2,1,0,-1,2,-1,0,-1,-2,2,0,-2,2,-2,2
ISV,TER,0.1539,0.2671,1,0,0,0,5,0,0,0,1,2,0,0,0,2,0,0,0,1
ISV,THO,0.3736,0.1518,1,0,0,0,5,0,0,0,1,1,0,0,0,8,0,0,0,4
ISV,TOL,0.2882,0.2134,1,0,0,0,1,0,0,0,9,1,0,0,0,1,0,0,0,8
ISV,TON,0.2254,0.1287,-2,-1,0,-1,-2,0,0,0,1,-2,0,0,-1,0,-2,0,-2,0
ISV,TSC,0.2863,0.0635,2,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,1
ISV,TUN,0.1380,0.2488,-2,0,-1,0,-1,0,-1,0,1,1,0,0,0,1,0,0,0,1
ISV,UEI,0.2720,0.0692,3,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,2
ISV,UFI,0.1470,0.0744,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1
ISV,UOE,0.2203,0.1754,3,0,0,0,1,0,0,0,1,4,0,0,0,2,0,0,0,2
ISV,UOS,0.2122,0.0897,3,0,0,0,1,0,0,0,1,2,0,0,0,2,0,0,0,2
ISV,UOV,0.0744,0.0746,-2,-1,-2,-2,0,1,-1,1,-2,-2,0,-2,2,0,0,-2,-1,-1
ISV,UOZ,0.2922,0.0495,-2,-1,0,-1,2,0,0,0,-1,-2,-2,0,-2,2,0,0,0,-1
ISV,USI,0.1319,0.2703,-2,-1,-1,-2,1,0,1,2,0,-2,-2,2,0,-2,0,1,0,1
ISV,UTL,0.1492,0.1588,19,0,0,0,1,0,0,0,1,8,0,0,0,1,0,0,0,2
ISV,UWY,0.1263,0.1036,-2,-2,-1,-2,1,2,1,1,-2,-2,-2,2,2,-2,2,-1,2,0
ISV,VET,0.2050,0.3363,4,0,0,0,1,0,0,0,1,3,0,0,0,1,0,0,0,5
ISV,VFI,0.4126,0.0807,3,0,0,0,3,0,0,0,1,2,0,0,0,2,0,0,0,4
ISV,VNI,0.3101,0.2474,1,0,0,0,3,0,0,0,5,1,0,0,0,4,0,0,0,4
ISV,VSV,0.3477,0.1200,-2,-1,-2,-2,-1,1,1,2,1,-2,0,-1,2,-2,0,-2,-2,2
ISV,WEI,0.3323,0.2993,1,0,0,0,5,0,0,0,1,1,0,0,0,8,0,0,0,2
ISV,WEN,0.2536,0.1254,1,0,0,0,1,0,0,0,5,1,0,0,0,1,0,0,0,16
ISV,YFI,0.1298,0.0884,3,0,0,0,5,0,0,0,1,2,0,0,0,2,0,0,0,2
ISV,YUG,0.3136,0.1049,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,4
ISV,ZON,0.2771,0.2718,1,0,0,0,1,0,0,0,1,-2,0,0,0,-1,0,0,0,1
ITE,ITG,0.0974,0.2502,-2,-2,-1,-1,2,2,0,-1,-2,-1,2,-1,-2,1,2,2,1,-2
ITE,ITH,0.1439,0.2030,-2,-1,-1,-1,0,2,0,1,-2,-2,-2,0,-1,1,2,-1,-1,-2
ITE,ITN,0.0986,0.1348,-2,-2,-1,-2,1,2,-1,2,-2,2,2,-2,1,2,2,2,-2,2
ITE,ITR,0.1417,0.2146,-2,-2,-1,-1,-2,1,0,1,2,0,0,-1,-1,2,-1,1,2,1
ITE,ITT,0.6304,0.1583,-2,0,-1,-1,-2,1,-1,1,2,-2,-2,-2,-2,-1,2,-2,1,1
ITE,ITV,0.7802,0.1120,-1,0,-2,-1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
ITE,ITW,0.2174,0.0347,1,0,0,0,3,0,0,0,1,2,0,0,0,2,0,0,0,2
ITE,IWR,0.1311,0.0474,-2,-1,-1,-2,1,0,1,1,-1,-2,-2,0,-2,0,-1,1,-1,-1
ITE,IWS,0.2312,0.3213,-2,-1,-1,-1,1,2,-1,2,-2,-2,-2,0,0,0,-2,0,-2,2
ITE,IWV,0.2543,0.1392,-2,-2,-1,-2,1,-2,1,-1,-2,-2,-2,0,-1,-1,2,-1,1,1
ITE,IWW,0.1107,0.0920,7,0,0,0,1,0,0,0,1,4,0,0,0,1,0,0,0,1
ITE,JBW,0.2314,0.1117,1,0,0,0,3,0,0,0,1,4,0,0,0,4,0,0,0,2
ITE,JNT,0.2440,0.2313,1,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,1
ITE,JOZ,0.3266,0.1418,-1,0,0,0,-2,-1,0,-1,2,0,0,-2,-2,-2,0,-2,2,0
ITE,JRY,0.2095,0.1632,3,0,0,0,1,0,0,0,1,8,0,0,0,1,0,0,0,1
ITE,JSN,0.2051,0.1231,1,0,0,0,1,0,0,0,1,-2,0,0,0,-2,0,0,0,1
ITE,JSR,0.2595,0.1895,-2,-1,0,-1,-2,-1,-1,-2,0,-2,-2,0,-1,0,0,-2,-1,-1
ITE,JST,0.3595,0.0842,-1,0,0,0,-2,-1,0,-1,1,-1,-1,0,-1,1,-1,1,-1,-1
ITE,JSW,0.2252,0.0640,3,0,0,0,1,0,0,0,1,4,0,0,0,1,0,0,0,1
ITE,KFI,0.0849,0.1353,-2,-1,0,-1,-2,-1,-1,-2,0,-2,-2,0,-1,0,0,-2,-1,-1
ITE,LAU,0.1408,0.1624,-1,0,0,0,-2,-1,0,1,2,0,-2,0,-2,0,-2,2,0,0
ITE,LEV,0.2411,0.0576,1,0,0,0,3,0,0,0,9,2,0,0,0,2,0,0,0,8
ITE,LIO,0.2370,0.0670,-1,-2,-2,-1,-1,2,0,2,-1,-2,1,-2,0,1,2,2,1,-2
ITE,LIT,0.2762,0.1680,-2,-1,0,-1,-2,0,0,0,1,-2,-2,0,-2,0,0,0,0,-2
ITE,LOS,0.2563,0.0787,-2,-1,0,-1,-2,0,0,0,1,-2,2,0,0,2,0,0,0,-2
ITE,LOV,0.2875,0.1217,-2,-1,-1,-1,-1,-2,1,-2,2,-2,-2,-2,2,-2,-2,-2,-2,2
ITE,LTA,0.1843,0.0781,1,0,0,0,3,0,0,0,1,2,0,0,0,2,0,0,0,2
ITE,LTF,0.2388,0.0812,3,0,0,0,3,0,0,0,3,2,0,0,0,1,0,0,0,8
ITE,LTJ,0.2796,0.1579,1,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,2
ITE,LTL,0.3090,0.0642,-2,-2,-1,-1,-2,2,-1,1,-1,-2,1,0,-2,-2,1,0,2,2
ITE,LTN,0.2079,0.0637,2,0,0,0,3,0,0,0,2,1,0,0,0,1,0,0,0,1
ITE,MAR,0.2447,0.0947,1,0,0,0,3,0,0,0,3,2,0,0,0,2,0,0,0,2
ITE,MAZ,0.1826,0.0469,-2,-2,-1,-1,-2,2,-1,1,-1,-2,1,0,-2,-2,1,0,2,2
ITE,MEI,0.1671,0.1184,-2,-1,-2,-1,2,2,0,2,-1,-2,-2,2,-1,-2,-2,2,-2,2
ITE,MEL,0.1093,0.0784,-2,-1,-1,-1,1,0,0,0,-1,-1,-1,0,-1,0,0,0,-1,-2
ITE,MEP,0.2803,0.0583,1,0,0,0,23,0,0,0,1,2,0,0,0,16,0,0,0,1
ITE,MER,0.2426,0.1780,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,2
ITE,MFI,0.1111,0.1073,1,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,2
ITE,MFS,0.1496,0.1144,3,0,0,0,3,0,0,0,1,8,0,0,0,2,0,0,0,1
ITE,MON,0.2986,0.2239,1,0,0,0,1,0,0,0,1,-2,-2,0,-1,1,0,0,0,-1
ITE,MOR,0.1511,0.1067,-2,-1,-1,-1,-2,1,-1,2,-2,-1,-2,0,-2,0,1,1,-2,-2
ITE,MOZ,0.2367,0.1219,3,0,0,0,3,0,0,0,3,2,0,0,0,1,0,0,0,8
ITE,MRE,0.1861,0.0382,1,0,0,0,3,0,0,0,1,2,0,0,0,2,0,0,0,1
ITE,MRT,0.2763,0.0724,1,0,0,0,1,0,0,0,3,2,0,0,0,1,0,0,0,4
ITE,MSE,0.1115,0.1488,1,0,0,0,7,0,0,0,1,1,0,0,0,4,0,0,0,1
ITE,MSO,0.1486,0.0455,-2,-2,-1,-1,2,-2,1,-2,-2,-2,-1,-2,1,1,-2,1,-2,-1
ITE,MTF,0.2210,0.2881,-2,-1,-2,-2,1,-1,1,2,-1,-1,2,2,2,2,0,-1,0,-2
ITE,MTN,0.2714,0.1590,-2,-1,-1,-1,1,2,-1,2,-2,-2,-2,0,0,0,-2,0,-2,1
ITE,MTT,0.1666,0.0841,-2,0,-1,-1,-1,-1,1,0,2,-2,-1,-2,0,-2,-2,-2,1,2
ITE,MTW,0.1467,0.1429,-1,-2,-1,-1,1,-2,0,-1,-2,-1,-2,2,-1,2,0,-2,-2,-1
ITE,MVY,0.2689,0.0585,-1,0,0,0,-1,-2,0,-1,1,0,-2,0,-2,0,2,-2,0,-2
ITE,MWF,0.2631,0.1231,-2,-2,-2,-2,1,2,0,2,-1,1,0,0,0,1,0,0,0,1
ITE,MWW,0.1433,0.0463,-1,-2,-2,-1,-2,1,-1,1,-2,-2,1,1,2,1,1,-2,2,0
ITE,NAB,0.3471,0.2207,1,0,0,0,1,0,0,0,5,2,0,0,0,2,0,0,0,8
ITE,NAT,0.3379,0.0792,-2,-2,-1,-1,0,0,0,1,-2,-2,-2,-2,-1,-2,1,-2,1,0
ITE,NES,0.1089,0.0822,-2,-2,-1,-2,1,0,1,2,-2,-1,0,-2,0,-2,-2,-1,-1,1
ITE,NON,0.1596,0.1556,-2,-2,-1,-2,1,-2,-1,-2,-2,-2,0,-1,-2,-2,0,-2,0,1
ITE,NPO,0.2546,0.0708,3,0,0,0,1,0,0,0,1,8,0,0,0,1,0,0,0,4
ITE,NPT,0.3008,0.0741,-2,-1,-1,-1,1,-1,1,-1,-2,-2,0,-2,-2,-2,-2,-2,-1,2
ITE,NSI,0.2311,0.2714,-1,-2,-2,-1,1,1,-1,2,1,-2,1,-2,2,2,-2,2,0,-2
ITE,OBW,0.3017,0.0999,-2,-2,-1,-1,1,-2,1,-2,-2,-2,-2,-1,-2,1,-2,2,0,-1
ITE,OFF,0.1906,0.0824,1,0,0,0,3,0,0,0,3,2,0,0,0,2,0,0,0,8
ITE,OKO,0.1206,0.1864,-2,-1,-2,-1,-1,2,-1,2,1,0,-2,-1,2,2,-1,2,0,2
ITE,OSI,0.1701,0.1201,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,2
ITE,OSO,0.2104,0.8325,1,0,0,0,1,0,0,0,4,1,0,0,0,1,0,0,0,17
ITE,OWE,0.2069,0.1073,1,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,2
